LMPR0102120023,Myrtenal,-,C10H14O   ,150.1045,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120049,(+)-sabinone,"(1S,5S)-4-methylidene-1-(propan-2-yl)bicyclo[3.1.0]hexan-3-one",C10H14O   ,150.1045,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102070013,Nepetalactone cis-trans-form,-,C10H14O2   ,166.0994,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102070014,Nepetalactone trans-cis-form,-,C10H14O2   ,166.0994,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102070037,dolichodial,"(1R,2S,5S)-2-(1-formylethenyl)-5-methylcyclopentanecarbaldehyde",C10H14O2   ,166.0994,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090018,Carvone oxide,-,C10H14O2   ,166.0994,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090041,Perillic acid,-,C10H14O2   ,166.0994,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120008,"(+)-Bornane-2,5-dione",-,C10H14O2   ,166.0994,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120024,Myrtenic acid,-,C10H14O2   ,166.0994,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120030,"bornane-2,3-dione","1,7,7-trimethylbicyclo[2.2.1]heptane-2,3-dione bornane-2,3-dione",C10H14O2   ,166.0994,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120032,"(1S)-bornane-2,5-dione","(1S,4S)-1,7,7-trimethylbicyclo[2.2.1]heptane-2,5-dione",C10H14O2   ,166.0994,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120033,"(1S)-bornane-2,3-dione","(1S,4R)-1,7,7-trimethylbicyclo[2.2.1]heptane-2,3-dione",C10H14O2   ,166.0994,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120034,"(1R)-bornane-2,3-dione","(1R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptane-2,3-dione",C10H14O2   ,166.0994,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120045,"(1R)-bornane-2,5-dione","(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptane-2,5-dione",C10H14O2   ,166.0994,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102070004,Iridotrial,-,C10H14O3   ,182.0943,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120042,"(-)-5-oxo-1,2-campholide","(1R,5R)-1,8,8-trimethyl-2-oxabicyclo[3.2.1]octane-3,6-dione",C10H14O3   ,182.0943,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010005,Myrcene,-,C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010020,(Z)-beta-ocimene,"3,7-dimethyl-1,3Z,6-octatriene",C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010021,(E)-beta-ocimene,"3,7-dimethyl-1,3E,6-octatriene",C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010022,(Z)-alpha-ocimene,"3,7-dimethyl-1,3Z,7-octatriene",C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010023,(E)-alpha-ocimene,"3,7-dimethyl-1,3E,7-octatriene",C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090002,(-)-Limonene,-,C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090013,(+)-Limonene,-,C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090021,(R)-(-)-alpha-Phellandrene,-,C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090022,(+)-beta-Phellandrene,-,C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090026,alpha-Terpinene,-,C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090027,gamma-Terpinene,-,C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090062,terpinolene,"1-methyl-4-(propan-2-ylidene)cyclohexene p-mentha-1,4(8)-diene",C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120011,(+)-Comphene,-,C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120012,(+)-alpha-Pinene,-,C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120013,(-)-beta-Pinene,-,C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120015,(-)-3-Carene,-,C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120021,(+)-3-Carene,-,C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120035,(-)-sabinene,"(1S,5S)-4-methylidene-1-(propan-2-yl)bicyclo[3.1.0]hexane (1S,5S)-thuj-4(10)-ene",C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120036,(+)-sabinene,"(1R,5R)-4-methylidene-1-(propan-2-yl)bicyclo[3.1.0]hexane (1R,5R)-thuj-4(10)-ene",C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120037,(+)-alpha-thujene,"(1S,5R)-2-methyl-5-(propan-2-yl)bicyclo[3.1.0]hex-2-ene (1S,5R)-thuj-2-ene",C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120038,(-)-alpha-thujene,"(1R,5S)-2-methyl-5-(propan-2-yl)bicyclo[3.1.0]hex-2-ene (1R,5S)-thuj-2-ene",C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102130001,Tricyclene,"1,7,7-trimethyl-tricyclo[2.2.1.0{2,6}]heptane",C10H16   ,136.1252,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010003,Geranial,Geranial,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010006,Neral,-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010025,-,"2,6-Dimethyl-2,3R-epoxyocta-5E,7-diene",C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010026,R-ipsdienol,"2-Methyl-6-methylene-2,7-octadien-4R-ol",C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010027,S-ipsdienol,"2-Methyl-6-methylene-2,7-octadien-4S-ol",C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102020001,"2-Methyl-5-isopropylhexa-2Z,5-dienal","2-Methyl-5-isopropylhexa-2Z,5-dienal",C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102060020,(-)-cis-sabinol,"(1R,3R,5R)-4-methylidene-1-(propan-2-yl)bicyclo[3.1.0]hexan-3-ol",C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102060021,sabinol,(3R)-4-methylidene-1-(propan-2-yl)bicyclo[3.1.0]hexan-3-ol,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102060023,(+)-cis-sabinol,"(1S,3R,5S)-4-methylidene-1-(propan-2-yl)bicyclo[3.1.0]hexan-3-ol",C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090005,(-)-trans-Carveol,-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090006,(-)-trans-Isopiperitenol,-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090008,(-)-Perillyl alcohol,-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090015,"Limonene-1,2-epoxide",-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090024,(+)-Piperitone,-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090025,(+)-Pulegone,-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090030,"(4R,6R)-cis-Carveol",-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090033,"(1R,4R)-Dihydrocarvone",-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090036,"(1S,4R)-Iso-dihydrocarvone",-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090037,"(1R,4S)-Iso-dihydrocarvone",-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090039,"(1S,4S)-Dihydrocarvone",-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090043,(+)-cis-Isopulegone,-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090048,"(4R)-limonene 1alpha,2alpha-epoxide","(1S,4R,6R)-1-methyl-4-(prop-1-en-2-yl)-7-oxabicyclo[4.1.0]heptane",C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102100001,-,"4-acetyl-1 ,4-dimethyl-1-cyclohexene",C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120001,(+)-Camphor,-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120007,alpha-Pinene-oxide,-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120016,Fenchone,-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120019,Thujone,-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120022,Myrtenol,-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120025,Pinocarveol,-,C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120031,"(1R,4S)-fenchone","(1R,4S)-fenchan-2-one",C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120039,(+)-beta-thujone,"(1S,4S,5R)-4-methyl-1-(propan-2-yl)bicyclo[3.1.0]hexan-3-one (1S,4S,5R)-thujan-3-one",C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120040,(-)-beta-thujone,"(1R,4R,5S)-4-methyl-1-(propan-2-yl)bicyclo[3.1.0]hexan-3-one (1R,4R,5S)-thujan-3-one",C10H16O   ,152.1201,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010024,2R3R-epoxyneral,"2R,3R-Epoxy-3,7-dimethyl-6-octenal",C10H16O2   ,168.115,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102060001,Chrysanthemic acid,-,C10H16O2   ,168.115,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102060002,(+)-cis-chrysanthemic acid,"(1R,3S)-2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropanecarboxylic acid",C10H16O2   ,168.115,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102060003,(-)-cis-chrysanthemic acid,"(1S,3R)-2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropanecarboxylic acid",C10H16O2   ,168.115,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102070011,(+)-Iridodial,-,C10H16O2   ,168.115,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102070017,(+)-Iridodial,-,C10H16O2   ,168.115,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102070022,8-Epiiridodial,-,C10H16O2   ,168.115,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090042,"(1S,4R)-1-Hydroxy-2-oxolimonene",-,C10H16O2   ,168.115,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090058,"(4R,7R)-4-isopropenyl-7-methyloxepan-2-one","(4R,7R)-7-methyl-4-(prop-1-en-2-yl)oxepan-2-one",C10H16O2   ,168.115,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090059,"(4S,7R)-4-isopropenyl-7-methyloxepan-2-one","(4S,7R)-7-methyl-4-(prop-1-en-2-yl)oxepan-2-one",C10H16O2   ,168.115,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090061,diosphenol,2-hydroxy-3-methyl-6-(propan-2-yl)cyclohex-2-en-1-one,C10H16O2   ,168.115,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090064,6-oxocineole,"(1R,4S)-1,3,3-trimethyl-2-oxabicyclo[2.2.2]octan-6-one",C10H16O2   ,168.115,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120041,"(-)-1,2-campholide","(1R,5R)-1,8,8-trimethyl-2-oxabicyclo[3.2.1]octan-3-one",C10H16O2   ,168.115,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120043,"1,2-campholide","1,8,8-trimethyl-2-oxabicyclo[3.2.1]octan-3-one",C10H16O2   ,168.115,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120048,(+)-exo-5-hydroxycamphor,"(1R,4R,5R)-5-hydroxy-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",C10H16O2   ,168.115,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010007,(R)-(+)-Citronellal,-,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010010,Nerol,Z-Geraniol,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010011,(S)-(-)-Citronellal,-,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010013,(-)-Linalool,"3R,7-dimethylocta-1,6-dien-3-ol",C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010016,2E-geraniol,2E-geraniol,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010018,(S)-lavandulol,(2S)-5-methyl-2-(prop-1-en-2-yl)hex-4-en-1-ol,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010019,(R)-lavandulol,(2R)-5-methyl-2-(prop-1-en-2-yl)hex-4-en-1-ol,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010028,S-ipsenol,2-Methyl-6-methylene-7-octen-4S-ol,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090004,(-)-Menthone,-,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090019,"1,8-Cineol",-,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090028,(R)-(+)-alpha-Terpineol,-,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090031,"(1R,2R,4R)-Dihydrocarveol",-,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090032,"(1R,2S,4R)-Neo-dihydrocarveol",-,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090034,"(1S,2S,4R)-Iso-dihydrocarveol",-,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090035,"(1S,2R,4R)-Neoiso-dihydrocarveol",-,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090038,"(1S,2S,4S)-Dihydrocarveol",-,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090040,"(1S,2R,4S)-Neo-dihydrocarveol",-,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090044,(+)-Isomenthone,-,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120003,(+)-Borneol,-,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120004,(-)-Borneol,-,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120005,(-)-endo-Fenchol,-,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102120006,Sabinene hydrate,-,C10H18O   ,154.1358,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090016,"Limonene-1,2-diol",-,C10H18O2   ,170.1307,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090054,"(4R,7S)-7-isopropyl-4-methyloxepan-2-one","(4R,7S)-4-methyl-7-(propan-2-yl)oxepan-2-one",C10H18O2   ,170.1307,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090055,"(4R,7R)-7-isopropyl-4-methyloxepan-2-one","(4R,7R)-4-methyl-7-(propan-2-yl)oxepan-2-one",C10H18O2   ,170.1307,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090065,6-endo-hydroxycineole,"(1R,4S,6S)-1,3,3-trimethyl-2-oxabicyclo[2.2.2]octan-6-ol",C10H18O2   ,170.1307,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102050002,-,"1-ethyl-2,4-dimethycyclohexane",C10H20   ,140.1565,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010008,beta-Citronellol,-,C10H20O   ,156.1514,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010012,(-)-Citronellol,"3S,7-dimethyloct-6-en-1-ol",C10H20O   ,156.1514,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090001,(-)-Menthol,-,C10H20O   ,156.1514,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090003,(+)-Neomenthol,-,C10H20O   ,156.1514,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090057,neoisomenthol,"rel-(1R,2R,5R)-5-methyl-2-(propan-2-yl)cyclohexan-1-ol",C10H20O   ,156.1514,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090049,"1alpha,3alpha,4beta-p-menthane-3,8-diol","(1S,2S,5S)-2-(2-hydroxypropan-2-yl)-5-methylcyclohexan-1-ol",C10H20O2   ,172.1463,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090050,"1alpha,3beta,4beta-p-menthane-3,8-diol","(1R,2S,5S)-2-(2-hydroxypropan-2-yl)-5-methylcyclohexan-1-ol",C10H20O2   ,172.1463,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090051,"1beta,3alpha,4alpha-p-menthane-3,8-diol","(1S,2R,5R)-2-(2-hydroxypropan-2-yl)-5-methylcyclohexan-1-ol",C10H20O2   ,172.1463,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090052,"1beta,3beta,4beta-p-menthane-3,8-diol","(1R,2S,5R)-2-(2-hydroxypropan-2-yl)-5-methylcyclohexan-1-ol",C10H20O2   ,172.1463,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090053,"1beta,3alpha,4beta-p-menthane-3,8-diol","(1S,2S,5R)-2-(2-hydroxypropan-2-yl)-5-methylcyclohexan-1-ol",C10H20O2   ,172.1463,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102090063,"1beta,3beta,4alpha-p-menthane-3,8-diol","(1R,2R,5R)-2-(2-hydroxypropan-2-yl)-5-methylcyclohexan-1-ol",C10H20O2   ,172.1463,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
LMPR0102010001,Geranyl diphosphate,Geranyl pyrophosphate,C10H20O7P2   ,314.0684,Prenol Lipids [PR],Isoprenoids [PR01],C10 isoprenoids (monoterpenes) [PR0102]
